Id,Titulo,Modelo,Marca,Estrelas,Avaliacoes,Url 
#808696, 19.6-cu ft 3-Door 30-in French Door Refrigerator with Ice Maker - Black,#WRF560SMHB,Whirlpool ,4.5,329,https://www.lowes.com/pd/Whirlpool-19-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black/1000538085
#1185273, Gallery 22.4-cu ft French Door Refrigerator with Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,#FGHG2368TF,Frigidaire ,4.0,321,https://www.lowes.com/pd/Frigidaire-Gallery-22-4-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Smudge-Proof-Stainless-Steel-ENERGY-STAR/1000609539
#1216553, Chambers; Retro Refrigerators 12-cu ft Bottom-Freezer Refrigerator (Champagne (Cream)) ENERGY STAR,#CRBR-2412CR,Chambers ,4.5,2,https://www.lowes.com/pd/Chambers-Chambers-Retro-Refrigerators-12-cu-ft-Bottom-Freezer-Refrigerator-Champagne-Cream-ENERGY-STAR/1000713140
#1216552, Chambers; Retro Refrigerators 12-cu ft Bottom-Freezer Refrigerator (Bordeaux (Red)) ENERGY STAR,#CRBR-2412RR,Chambers ,4.5,2,https://www.lowes.com/pd/Chambers-Chambers-Retro-Refrigerators-12-cu-ft-Bottom-Freezer-Refrigerator-Bordeaux-Red-ENERGY-STAR/1000713104
#1216551, 17.4-cu ft 4-Door French Door Refrigerator (Stainless Look),#FFBN1721TV,Frigidaire ,4.5,141,https://www.lowes.com/pd/Frigidaire-17-4-cu-ft-4-Door-French-Door-Refrigerator-Stainless-Look/1000619757
#1157270, 19.7-cu ft 3-Door 30-in French Door Refrigerator with Exterior Water - Fingerprint Resistant Stainless Steel,#WRF560SEHZ,Whirlpool ,4.5,1133,https://www.lowes.com/pd/Whirlpool-19-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000595993
#1041690," 26.8-cu ft Standard-Depth 36-in French Door Refrigerator, Exterior Ice and Water - Black Stainless with PrintShield Finish",#KRFF507HBS,KitchenAid ,4.5,915,https://www.lowes.com/pd/KitchenAid-26-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1000526103
#1041692," 26.8-cu ft Standard-Depth 36-in French Door Refrigerator, Exterior Ice and Water - White",#KRFF507HWH,KitchenAid ,4.5,915,https://www.lowes.com/pd/KitchenAid-26-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White/1000526123
#808699, 19.7-cu ft 3-Door 30-in French Door Refrigerator with Exterior Water - Black,#WRF560SEHB,Whirlpool ,4.5,1133,https://www.lowes.com/pd/Whirlpool-19-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black/1000544101
#534523, 24.2-cu ft 3-Door 42-in Built-in French Door Refrigerator with Platinum Interior Design - Stainless Steel,#KBFN502ESS,KitchenAid ,4.0,113,https://www.lowes.com/pd/KitchenAid-24-2-cu-ft-Built-In-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50385668
#616435, 26.1-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#LSXS26366S,LG ,4.0,1144,https://www.lowes.com/pd/LG-26-1-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50376426
#651498, 14.3-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit Biscuit,#WRT104TFDT,Whirlpool ,4.5,221,https://www.lowes.com/pd/Whirlpool-14-3-cu-ft-Top-Freezer-Refrigerator-Biscuit/50285265
#651490, 16-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - Biscuit,#WRT106TFDT,Whirlpool ,4.5,70,https://www.lowes.com/pd/Whirlpool-16-cu-ft-Top-Freezer-Refrigerator-Biscuit/50285249
#651493, 14.3-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#WRT134TFDW,Whirlpool ,4.5,182,https://www.lowes.com/pd/Whirlpool-14-3-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/50285255
#651492, 14.3-cu ft Top-Freezer Refrigerator (Black) ENERGY STAR,#WRT134TFDB,Whirlpool ,4.5,181,https://www.lowes.com/pd/Whirlpool-14-3-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/50285253
#623762, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#GSE25HSHSS,GE ,4.5,3911,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50260099
#623761, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (White) ENERGY STAR,#GSE25HGHWW,GE ,4.5,3911,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50260097
#631321," 33"" Wide Top Mount Refrigerator 23.8-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR",#LTCS24223S,LG ,4.5,1013,https://www.lowes.com/pd/LG-33-Wide-Top-Mount-Refrigerator-23-8-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50266873
#80345, 29.7-cu ft 4-Door French Door Refrigerator with Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,#LMXS30776S,LG ,4.0,889,https://www.lowes.com/pd/LG-29-7-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Stainless-Steel-ENERGY-STAR/50273985
#652269, 19.43-cu ft 3-Door Standard-Depth French Door Refrigerators Single Ice Maker (Stainless Steel),#RF20HFENBSR,Samsung ,4.0,295,https://www.lowes.com/pd/Samsung-19-43-cu-ft-3-Door-Standard-Depth-French-Door-Refrigerators-Single-Ice-Maker-Stainless-Steel/50297285
#652270, 17.5-cu ft 3-Door Counter-Depth French Door Refrigerators Single Ice Maker (White),#RF18HFENBWW,Samsung ,3.5,559,https://www.lowes.com/pd/Samsung-17-5-cu-ft-3-Door-Counter-Depth-French-Door-Refrigerators-Single-Ice-Maker-White/50297287
#651360, 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (White),#GSS25GGHWW,GE ,4.5,5451,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/50296403
#651367, Profile 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#PSE25KSHSS,GE ,4.5,444,https://www.lowes.com/pd/GE-Profile-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50296413
#651362, 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#GSS25GSHSS,GE ,4.5,5451,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50296407
#660334, 19.2-cu ft Top-Freezer Refrigerator with Frameless Glass Shelves and Optional Ice Maker Kit - White,#WRT519SZDW,Whirlpool ,4.5,593,https://www.lowes.com/pd/Whirlpool-19-1-cu-ft-Top-Freezer-Refrigerator-White/50304477
#651361, 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Slate),#GSS25GMHES,GE ,4.5,5451,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Slate/50296405
#646957, 22.7-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#LMXC23746S,LG ,4.0,273,https://www.lowes.com/pd/LG-22-7-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50300091
#651368, Profile 28.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#PSS28KSHSS,GE ,4.5,305,https://www.lowes.com/pd/GE-Profile-28-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50296415
#651359, 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Black),#GSS25GGHBB,GE ,4.5,5451,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/50296401
#651349, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ENERGY STAR,#GSE25GGHBB,GE ,4.5,1536,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/50296389
#651350, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (White) ENERGY STAR,#GSE25GGHWW,GE ,4.5,1536,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50296391
#660323, 18.2-cu ft ADA Compliant Top-Freezer Refrigerator with Optional Ice Maker Kit - Black,#WRT108FZDB,Whirlpool ,4.0,197,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-Black/50304467
#731371, 20.5-cu ft Top-Freezer Refrigerator with PowerCold Feature and Optional Ice Maker Kit - Black Ice,#MRT311FFFE,Maytag ,4.0,409,https://www.lowes.com/pd/Maytag-20-5-cu-ft-Top-Freezer-Refrigerator-Black/1000118739
#731357, 18.7-cu ft Bottom-Freezer Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#MBF1958FEZ,Maytag ,4.5,299,https://www.lowes.com/pd/Maytag-18-7-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000102961
#731359, 22.1-cu ft Bottom-Freezer Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#MBF2258FEZ,Maytag ,4.5,338,https://www.lowes.com/pd/Maytag-22-1-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000102963
#656437, 23.8-cu ft French Door Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#GFE24JSKSS,GE ,4.5,1241,https://www.lowes.com/pd/GE-23-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000074167
#732146, 22.1-cu ft 3-Door Standard-Depth 33-in French Door Refrigerator with Interior Dispenser - Black Stainless with PrintShield Finish,#KRFF302EBS,KitchenAid ,4.5,922,https://www.lowes.com/pd/KitchenAid-22-1-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/1000111723
#731368, 18.2-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - White Ice,#MRT118FFFH,Maytag ,4.5,1267,https://www.lowes.com/pd/Maytag-18-2-cu-ft-Top-Freezer-Refrigerator-White/1000113117
#731370, 18.2-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - Fingerprint Resistant Stainless Steel,#MRT118FFFZ,Maytag ,4.5,1267,https://www.lowes.com/pd/Maytag-18-2-cu-ft-Top-Freezer-Refrigerator-Fingerprint-Resistant-Stainless-Steel/1000113133
#805351, 29.7-cu ft 4-Door French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF30KMEDBSG,Samsung ,3.0,47,https://www.lowes.com/pd/Samsung-29-7-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000108633
#608829, 20.5-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - White Ice,#MRT311FFFH,Maytag ,4.0,409,https://www.lowes.com/pd/Maytag-20-5-cu-ft-Top-Freezer-Refrigerator-White/1000106801
#730693, 25.5-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF260BEAESG,Samsung ,4.0,1716,https://www.lowes.com/pd/Samsung-25-5-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000108631
#731365, 21.7-cu ft 3-Door 33-in French Door Refrigerator with Beverage Chiller Compartment - Fingerprint Resistant Stainless Steel,#MFI2269FRZ,Maytag ,4.5,1159,https://www.lowes.com/pd/Maytag-21-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000121077
#732482, 17.6-cu ft Top-Freezer Refrigerator with Optional Compatible EZ Connect Icemaker Kit - White,#WRT518SZFW,Whirlpool ,4.5,2240,https://www.lowes.com/pd/Whirlpool-17-6-cu-ft-Top-Freezer-Refrigerator-White/1000121085
#731341, Studio Smart Wi-Fi Enabled 25.6-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#LSSB2692ST,LG ,4.0,20,https://www.lowes.com/pd/LG-Studio-Smart-Wi-Fi-Enabled-25-6-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000120639
#845496, 22.6-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF23M8070SG,Samsung ,3.0,258,https://www.lowes.com/pd/Samsung-22-6-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000217709
#592523, 30-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless),#KBSN608EBS,KitchenAid ,4.0,120,https://www.lowes.com/pd/KitchenAid-30-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1000237349
#592522, 25.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless),#KBSN602EBS,KitchenAid ,4.5,82,https://www.lowes.com/pd/KitchenAid-25-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1000237347
#695307, 29.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel Finish) ENERGY STAR,#KBSD608ESS,KitchenAid ,4.5,203,https://www.lowes.com/pd/KitchenAid-29-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/999908711
#695306, 25.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Panel Ready),#KBSN602EPA,KitchenAid ,4.5,82,https://www.lowes.com/pd/KitchenAid-25-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Panel-Ready/999908709
#695304, 25.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),#KBSN602ESS,KitchenAid ,4.5,82,https://www.lowes.com/pd/KitchenAid-25-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/999908705
#695303, 20.8-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),#KBSD606ESS,KitchenAid ,4.5,45,https://www.lowes.com/pd/KitchenAid-20-8-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/999908703
#695305, 30-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Panel Ready),#KBSN608EPA,KitchenAid ,4.0,120,https://www.lowes.com/pd/KitchenAid-30-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Panel-Ready/999908707
#695302, 30-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel Finish),#KBSN608ESS,KitchenAid ,4.0,120,https://www.lowes.com/pd/KitchenAid-30-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/999908701
#693997, 22.7-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless) ENERGY STAR,#LMXC23746D,LG ,4.0,273,https://www.lowes.com/pd/LG-22-7-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/50438256
#751817, FlexZone 22.5-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF23J9011SG,Samsung ,4.0,934,https://www.lowes.com/pd/Samsung-FlexZone-22-5-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/999901081
#738030, 19.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (White Ice),#WRS970CIDH,Whirlpool ,4.5,73,https://www.lowes.com/pd/Whirlpool-19-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-White-Ice/50426214
#609460, 20.8-cu ft 3-Door 36-in Built-in French Door Refrigerator with Platinum Interior Design - Stainless Steel,#KBFN506ESS,KitchenAid ,4.0,43,https://www.lowes.com/pd/KitchenAid-20-8-cu-ft-Built-In-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel/50331731
#660545, 22.5-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#GSS23HSHSS,GE ,4.5,430,https://www.lowes.com/pd/GE-22-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50321475
#609463, 24.2-cu ft 3-Door 42-in Built-in Panel Ready French Door Refrigerator with Platinum Interior Design,#KBFN502EPA,KitchenAid ,4.0,38,https://www.lowes.com/pd/KitchenAid-24-2-cu-ft-Built-In-French-Door-Refrigerator-with-Ice-Maker-Panel-Ready-ENERGY-STAR/50331733
#666407, 20.9-cu ft Bottom-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#KBBR306ESS,KitchenAid ,4.5,19,https://www.lowes.com/pd/KitchenAid-20-9-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50369474
#666409, 20.9-cu ft Bottom-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#KBBL306ESS,KitchenAid ,4.5,21,https://www.lowes.com/pd/KitchenAid-20-9-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50369478
#751819, 24.6-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF263BEAESG,Samsung ,4.0,987,https://www.lowes.com/pd/Samsung-24-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/999997688
#600046, 29.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless) ENERGY STAR,#KBSD608EBS,KitchenAid ,4.5,203,https://www.lowes.com/pd/KitchenAid-29-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/1000014969
#534598, 24-in Built-In 2 Drawer Refrigerator (Stainless Steel),#KUDF204ESB,KitchenAid ,3.0,21,https://www.lowes.com/pd/KitchenAid-23-75-in-Built-In-Double-Drawer-Refrigerator-Stainless-Steel/50393490
#534722, 25.2-cu ft 3-Door Standard-Depth 36-in French Door Refrigerator with Interior Dispense - White,#KRFF305EWH,KitchenAid ,4.5,1110,https://www.lowes.com/pd/KitchenAid-25-2-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50396532
#534727, 25.2-cu ft 3-Door Standard-Depth 36-in French Door Refrigerator with Interior Dispense - Stainless Steel with PrintShield Finish,#KRFF305ESS,KitchenAid ,4.5,1110,https://www.lowes.com/pd/KitchenAid-25-2-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50396536
#528564, 22.1-cu ft 3-Door Standard-Depth 33-in French Door Refrigerator with Interior Dispense - White,#KRFF302EWH,KitchenAid ,4.5,922,https://www.lowes.com/pd/KitchenAid-22-1-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50394736
#534523, 24.2-cu ft 3-Door 42-in Built-in French Door Refrigerator with Platinum Interior Design - Stainless Steel,#KBFN502ESS,KitchenAid ,4.0,113,https://www.lowes.com/pd/KitchenAid-24-2-cu-ft-Built-In-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50385668
#616435, 26.1-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#LSXS26366S,LG ,4.0,1144,https://www.lowes.com/pd/LG-26-1-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50376426
#1041692," 26.8-cu ft Standard-Depth 36-in French Door Refrigerator, Exterior Ice and Water - White",#KRFF507HWH,KitchenAid ,4.5,915,https://www.lowes.com/pd/KitchenAid-26-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White/1000526123
#1041690," 26.8-cu ft Standard-Depth 36-in French Door Refrigerator, Exterior Ice and Water - Black Stainless with PrintShield Finish",#KRFF507HBS,KitchenAid ,4.5,915,https://www.lowes.com/pd/KitchenAid-26-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1000526103
#1157386, 23.1-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte Black) ENERGY STAR,#CWE23SP3MD1,Cafe ,4.5,534,https://www.lowes.com/pd/Cafe-23-1-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-Black-ENERGY-STAR/1000544043
#808701, 19.7-cu ft 3-Door 30-in French Door Refrigerator with Exterior Water - Black Stainless,#WRF560SEHV,Whirlpool ,4.5,1133,https://www.lowes.com/pd/Whirlpool-19-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1000544113
#808699, 19.7-cu ft 3-Door 30-in French Door Refrigerator with Exterior Water - Black,#WRF560SEHB,Whirlpool ,4.5,1133,https://www.lowes.com/pd/Whirlpool-19-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black/1000544101
#1157390, 27.8-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte Black) ENERGY STAR,#CFE28TP3MD1,Cafe ,4.5,754,https://www.lowes.com/pd/Cafe-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-Black-ENERGY-STAR/1000544091
#1157389, 22.2-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte White) ENERGY STAR,#CYE22TP4MW2,Cafe ,4.0,1309,https://www.lowes.com/pd/Cafe-22-2-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-White-ENERGY-STAR/1000544079
#808697, 19.7-cu ft 3-Door 30-in French Door Refrigerator with Exterior Water - White,#WRF560SEHW,Whirlpool ,4.5,1133,https://www.lowes.com/pd/Whirlpool-19-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White/1000544089
#1157387, 23.1-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte White) ENERGY STAR,#CWE23SP4MW2,Cafe ,4.5,534,https://www.lowes.com/pd/Cafe-23-1-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-White-ENERGY-STAR/1000544055
#1157391, 27.8-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Matte White) ENERGY STAR,#CFE28TP4MW2,Cafe ,4.5,734,https://www.lowes.com/pd/Cafe-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Matte-White-ENERGY-STAR/1000544103
#808696, 19.6-cu ft 3-Door 30-in French Door Refrigerator with Ice Maker - Black,#WRF560SMHB,Whirlpool ,4.5,329,https://www.lowes.com/pd/Whirlpool-19-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black/1000538085
#693997, 22.7-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless) ENERGY STAR,#LMXC23746D,LG ,4.0,273,https://www.lowes.com/pd/LG-22-7-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/50438256
#691966, 21.9-cu ft 3-Door Counter-Depth Panel Ready 36-in French Door Refrigerator with Interior Dispense,#KRFC302EPA,KitchenAid ,3.0,85,https://www.lowes.com/pd/KitchenAid-21-9-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Panel-Ready/50436682
#751817, FlexZone 22.5-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF23J9011SG,Samsung ,4.0,934,https://www.lowes.com/pd/Samsung-FlexZone-22-5-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/999901081
#538175, 800 10.07-cu ft Counter-depth Bottom-Freezer Refrigerator (White) ENERGY STAR,#B10CB80NVW,Bosch ,4.5,4,https://www.lowes.com/pd/Bosch-800-10-07-cu-ft-Counter-depth-Bottom-Freezer-Refri/50408912
#534598, 24-in Built-In 2 Drawer Refrigerator (Stainless Steel),#KUDF204ESB,KitchenAid ,3.0,21,https://www.lowes.com/pd/KitchenAid-23-75-in-Built-In-Double-Drawer-Refrigerator-Stainless-Steel/50393490
#623759, 17.53-cu ft Top-Freezer Refrigerator (Stainless Steel) ENERGY STAR,#GTE18LSHSS,GE ,4.5,706,https://www.lowes.com/pd/GE-17-53-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel-ENERGY-STAR/50244875
#618388, 18.7-cu ft Bottom-Freezer Refrigerator with Ice Maker (White) ENERGY STAR,#WRB329DMBW,Whirlpool ,4.5,344,https://www.lowes.com/pd/Whirlpool-18-7-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50213439
#634721, 23.8-cu ft Top-Freezer Refrigerator with Ice Maker (Smooth White) ENERGY STAR,#LTCS24223W,LG ,4.5,1008,https://www.lowes.com/pd/LG-23-8-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Smooth-White-ENERGY-STAR/50273979
#623760, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ENERGY STAR,#GSE25HGHBB,GE ,4.5,3911,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/50260095
#631321," 33"" Wide Top Mount Refrigerator 23.8-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR",#LTCS24223S,LG ,4.5,1013,https://www.lowes.com/pd/LG-33-Wide-Top-Mount-Refrigerator-23-8-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50266873
#623761, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (White) ENERGY STAR,#GSE25HGHWW,GE ,4.5,3911,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50260097
#609459, 20.8-cu ft 3-Door 36-in Built-in Panel Ready French Door Refrigerator with Platinum Interior Design,#KBFN506EPA,KitchenAid ,4.0,43,https://www.lowes.com/pd/KitchenAid-20-8-cu-ft-Built-In-French-Door-Refrigerator-with-Ice-Maker-Panel-Ready/50331729
