Id,Titulo,Modelo,Marca,Estrelas,Avaliacoes,Url 
#2516856, 28.2-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF28T5001SG,Samsung ,4.0,7,N/D
#952948, 18.6-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Slate) ENERGY STAR,#GWE19JMLES,GE ,4.5,1459,https://www.lowes.com/pd/GE-18-6-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Slate-ENERGY-STAR/1000347749
#490499, 21.1-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#RT21M6213WW,Samsung ,4.0,197,https://www.lowes.com/pd/Samsung-21-1-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1000217699
#916703, 25.2-cu ft 3-Door 36-in French Door Refrigerator with Ice Maker and Interior Water Dispenser - Black,#WRF535SWHB,Whirlpool ,4.5,4167,https://www.lowes.com/pd/Whirlpool-25-2-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1000287219
#839950, 23.2-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#GSE23GSKSS,GE ,4.5,1406,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1000182343
#725381, 21.6-cu ft French Door Refrigerator with Ice Maker (White),#RF220NCTAWW,Samsung ,4.0,489,https://www.lowes.com/pd/Samsung-21-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White/1000075319
#919261, 20.9-cu ft Bottom-Freezer Refrigerator with Ice Maker (Black) ENERGY STAR,#GDE21EGKBB,GE ,4.5,446,https://www.lowes.com/pd/GE-20-9-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1000307631
#2569141, 11.6-cu ft Small Space Top-Freezer Refrigerator with LED Interior Lighting and Optional EZ Connect Ice Maker Kit - White,#WRT112CZJW,Whirlpool ,4.5,63,https://www.lowes.com/pd/Whirlpool-11-6-cu-ft-Top-Freezer-Refrigerator-White/1002793032
#660311, 18.2-cu ft Energy Star Top-Freezer Refrigerator with Optional Ice Maker Kit - Black,#WRT138FZDB,Whirlpool ,4.5,406,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/50304447
#1335909, 18 cu Ft Top Freezer Refrigerator with Ice Maker - Black,#WRT318FMDB,Whirlpool ,4.5,338,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Black/1000940588
#1654830, 22-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#RS22T5201SR,Samsung ,4.0,75,https://www.lowes.com/pd/Samsung-22-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1002238202
#660330, 18.2-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#WRT138FZDW,Whirlpool ,4.5,406,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/50304471
#2412577, 21.9-cu ft Top-Freezer Refrigerator (Fingerprint-Resistant Slate) ENERGY STAR,#GTE22JMNRES,GE ,4.5,65,https://www.lowes.com/pd/GE-21-9-cu-ft-Top-Freezer-Refrigerator-Slate-ENERGY-STAR/1002541752
#652854, 14.33-cu ft Top-Freezer Refrigerator (White),#ART104TFDW,Amana ,4.5,75,https://www.lowes.com/pd/Amana-14-33-cu-ft-Top-Freezer-Refrigerator-White/1001004438
#1206654, 25.5-cu ft Side-by-Side Refrigerator with Ice Maker (Black Stainless Steel),#FFSS2615TD,Frigidaire ,4.5,5938,https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless-Steel/1000619749
#1206653, 22-cu ft Side-by-Side Refrigerator with Ice Maker (Black Stainless Steel),#FFSS2315TD,Frigidaire ,4.5,1454,https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-Stainless-Steel/1000619741
#2412562, 21.9-cu ft Top-Freezer Refrigerator (Bisque) ENERGY STAR,#GTE22JTNRCC,GE ,4.5,64,https://www.lowes.com/pd/GE-21-9-cu-ft-Top-Freezer-Refrigerator-Bisque-ENERGY-STAR/1002541632
#956187, 21.7-cu ft Side-by-Side Refrigerator (Stainless Steel),#WRS312SNHM,Whirlpool ,4.5,374,https://www.lowes.com/pd/Whirlpool-21-7-cu-ft-Side-by-Side-Refrigerator-Stainless-Steel/1000337041
#660307, 18.2-cu ft Top-Freezer Refrigerator (White),#WRT108FZDW,Whirlpool ,4.0,197,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-White/50304441
#651499, 14.3-cu ft Top-Freezer Refrigerator (White),#WRT104TFDW,Whirlpool ,4.5,221,https://www.lowes.com/pd/Whirlpool-14-3-cu-ft-Top-Freezer-Refrigerator-White/50285267
#1025476, 21.4-cu ft Side-by-Side Refrigerator with Ice Maker (Black),#WRS311SDHB,Whirlpool ,4.5,266,https://www.lowes.com/pd/Whirlpool-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/1000384065
#877328, Bottom Freezer Refrigerator 10.1-cu ft Counter-depth Bottom-Freezer Refrigerator (Platinum Silver) ENERGY STAR,#LBNC10551V,LG ,4.5,19,https://www.lowes.com/pd/LG-Bottom-Freezer-Refrigerator-10-1-cu-ft-Counter-depth-Bottom-Freezer-Refrigerator-Platinum-Silver-ENERGY-STAR/1000858526
#808707, 21.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#ASI2175GRS,Amana ,4.5,52,https://www.lowes.com/pd/Amana-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1001008618
#1100473, 25.5-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#FFSS2615TS,Frigidaire ,4.5,5938,https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000484075
#2569140, 11.6-cu ft Small Space Top-Freezer Refrigerator with LED Interior Lighting and Optional EZ Connect Ice Maker Kit - Fingerprint Resistant Stainless Steel,#WRT112CZJZ,Whirlpool ,4.5,64,https://www.lowes.com/pd/Whirlpool-11-6-cu-ft-Top-Freezer-Refrigerator-Fingerprint-Resistant-Stainless-Finish/1002793018
#731373, 20.5-cu ft Top-Freezer Refrigerator with PowerCold Feature and Optional Ice Maker Kit - Fingerprint Resistant Stainless Steel,#MRT311FFFZ,Maytag ,4.0,409,https://www.lowes.com/pd/Maytag-20-5-cu-ft-Top-Freezer-Refrigerator-Fingerprint-Resistant-Stainless-Steel/1000113149
#1100471, 25.5-cu ft Side-by-Side Refrigerator with Ice Maker (White),#FFSS2615TP,Frigidaire ,4.5,5938,https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White/1000484055
#1358509, 20.4-cu ft Top-Freezer Refrigerator (Stainless Steel) ENERGY STAR,#FFHT2033VS,Frigidaire ,4.5,212,https://www.lowes.com/pd/Frigidaire-20-4-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel-ENERGY-STAR/1001079970
#894939, 12.7-cu ft Counter-Depth Bottom-Freezer Refrigerator (Fingerprint-Resistant Stainless) ENERGY STAR,#WRB533CZJZ,Whirlpool ,3.5,3,https://www.lowes.com/pd/Whirlpool-12-7-cu-ft-Bottom-Freezer-Refrigerator-Fingerprint-Resistant-Stainless-Finish-ENERGY-STAR/1002887828
#1647327, 17.5-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#GIE18GSNRSS,GE ,4.5,342,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/1001353494
#2131351, 2.7-cu ft Freestanding Mini Fridge (Black),#LCR27D6NBE,Hisense ,3.5,21,https://www.lowes.com/pd/Hisense-2-7-cu-ft-Freezerless-Refrigerator-Black-ENERGY-STAR/1002981216
#796754, 17.7-cu ft Freezerless Refrigerator (White) ENERGY STAR,#WRR56X18FW,Whirlpool ,4.0,332,https://www.lowes.com/pd/Whirlpool-17-7-cu-ft-Freezerless-Refrigerator-White-ENERGY-STAR/1000056883
#704435, 18.2-cu ft Top-Freezer Refrigerator with Ice Maker - Stainless Steel,#WRT348FMES,Whirlpool ,4.0,121,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/999968917
#751745, 20.4-cu ft Top-Freezer Refrigerator (Stainless Steel),#FFTR2021TS,Frigidaire ,4.0,4800,https://www.lowes.com/pd/Frigidaire-20-4-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel/1000484145
#660332, 21.3-cu ft Top-Freezer Refrigerator with LED Lighting and Optional Ice Maker Kit - Black,#WRT511SZDB,Whirlpool ,4.0,333,https://www.lowes.com/pd/Whirlpool-21-3-cu-ft-Top-Freezer-Refrigerator-Black/50304475
#660338, 18.2-cu ft Energy Star Top-Freezer Refrigerator with Flexi-Slide Bin and Optional Ice Maker Kit - Monochromatic Stainless Steel,#WRT138FZDM,Whirlpool ,4.5,406,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-Monochromatic-Stainless-Steel-ENERGY-STAR/50304485
#1647326, 17.5-cu ft Top-Freezer Refrigerator with Ice Maker (Black) ENERGY STAR,#GIE18GTNRBB,GE ,4.5,342,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1001353452
#660319, 18.2-cu ft ADA Compliant Top-Freezer Refrigerator with Optional Ice Maker Kit - Monochromatic Stainless Steel,#WRT108FZDM,Whirlpool ,4.0,197,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-Monochromatic-Stainless-Steel/50304459
#35268, Ice 3-cu ft Freezerless Refrigerator (Stainless Steel),#MCR3U-O,Maxx Ice ,4.0,1,https://www.lowes.com/pd/Maxx-Ice-3-cu-ft-Freezerless-Refrigerator-Stainless-Steel/3735237
#731367, 18.2-cu ft Top-Freezer Refrigerator with PowerCold Feature and Optional Ice Maker Kit - Black Ice,#MRT118FFFE,Maytag ,4.5,1267,https://www.lowes.com/pd/Maytag-18-2-cu-ft-Top-Freezer-Refrigerator-Black/1000113109
#732475, 17.6-cu ft Top-Freezer Refrigerator with Optional Compatible EZ Connect Icemaker Kit - Black,#WRT518SZFB,Whirlpool ,4.5,2240,https://www.lowes.com/pd/Whirlpool-17-6-cu-ft-Top-Freezer-Refrigerator-Black/1000121081
#894924, 11.6-cu ft Top-Freezer Refrigerators with Optional Ice Maker Kit - Black Stainless Steel,#WRT312CZJV,Whirlpool ,1.5,3,https://www.lowes.com/pd/Whirlpool-11-6-cu-ft-Top-Freezer-Refrigerator-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/1002887748
#1596837, 17.5-cu ft Top-Freezer Refrigerator (White),#HPS18BTNRWW,Hotpoint ,4.5,171,https://www.lowes.com/pd/Hotpoint-17-5-cu-ft-Top-Freezer-Refrigerator-White/1001160528
#651489, 16-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - Black,#WRT106TFDB,Whirlpool ,4.5,70,https://www.lowes.com/pd/Whirlpool-16-cu-ft-Top-Freezer-Refrigerator-Black/50285247
#1317917, 13.9-cu ft Top-Freezer Refrigerator (White),#FFTR1425VW,Frigidaire ,4.5,182,https://www.lowes.com/pd/Frigidaire-13-9-cu-ft-Top-Freezer-Refrigerator-White/1000836310
#651497, 14.3-cu ft Top-Freezer Refrigerator (Black),#WRT104TFDB,Whirlpool ,4.5,221,https://www.lowes.com/pd/Whirlpool-14-3-cu-ft-Top-Freezer-Refrigerator-Black/50285263
#551650, 21.8-cu ft French Door Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#LFC22770ST,LG ,4.5,399,https://www.lowes.com/pd/LG-21-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50183343
#618388, 18.7-cu ft Bottom-Freezer Refrigerator with Ice Maker (White) ENERGY STAR,#WRB329DMBW,Whirlpool ,4.5,344,https://www.lowes.com/pd/Whirlpool-18-7-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50213439
#618384, 18.7-cu ft Bottom-Freezer Refrigerator with Ice Maker (Black) ENERGY STAR,#WRB329DMBB,Whirlpool ,4.5,344,https://www.lowes.com/pd/Whirlpool-18-7-cu-ft-Bottom-Freezer-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/50213437
#623759, 17.53-cu ft Top-Freezer Refrigerator (Stainless Steel) ENERGY STAR,#GTE18LSHSS,GE ,4.5,706,https://www.lowes.com/pd/GE-17-53-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel-ENERGY-STAR/50244875
#623763, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Slate) ENERGY STAR,#GSE25HMHES,GE ,4.5,3911,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Slate-ENERGY-STAR/50260101
#623762, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#GSE25HSHSS,GE ,4.5,3911,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50260099
#623760, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ENERGY STAR,#GSE25HGHBB,GE ,4.5,3911,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/50260095
#631321," 33"" Wide Top Mount Refrigerator 23.8-cu ft Top-Freezer Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR",#LTCS24223S,LG ,4.5,1013,https://www.lowes.com/pd/LG-33-Wide-Top-Mount-Refrigerator-23-8-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50266873
#623758, 17.5-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,#GTE18LGHWW,GE ,4.5,706,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/50244873
#660312, 19.2-cu ft Energy Star Top-Freezer Refrigerator with LED Interior Lighting and Optional Ice Maker Kit - Black,#WRT549SZDB,Whirlpool ,4.0,242,https://www.lowes.com/pd/Whirlpool-19-1-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/50304449
#660317, 21.3-cu ft Top-Freezer Refrigerator with LED Lighting and Optional Ice Maker Kit - White,#WRT511SZDW,Whirlpool ,4.0,333,https://www.lowes.com/pd/Whirlpool-21-3-cu-ft-Top-Freezer-Refrigerator-White/50304457
#651362, 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#GSS25GSHSS,GE ,4.5,5451,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50296407
#660310, 21.3-cu ft Energy Star Top-Freezer Refrigerator with Optional EZ Connect Ice Maker Kit - Black,#WRT541SZDB,Whirlpool ,4.5,645,https://www.lowes.com/pd/Whirlpool-21-3-cu-ft-Top-Freezer-Refrigerator-Black-ENERGY-STAR/50304445
#660309, 19.2-cu ft Top-Freezer Refrigerator with Optional Ice Maker Kit - Monochromatic Stainless Steel,#WRT519SZDM,Whirlpool ,4.5,1031,https://www.lowes.com/pd/Whirlpool-19-1-cu-ft-Top-Freezer-Refrigerator-Monochromatic-Stainless-Steel/50304443
#660323, 18.2-cu ft ADA Compliant Top-Freezer Refrigerator with Optional Ice Maker Kit - Black,#WRT108FZDB,Whirlpool ,4.0,197,https://www.lowes.com/pd/Whirlpool-18-2-cu-ft-Top-Freezer-Refrigerator-Black/50304467
#660334, 19.2-cu ft Top-Freezer Refrigerator with Frameless Glass Shelves and Optional Ice Maker Kit - White,#WRT519SZDW,Whirlpool ,4.5,593,https://www.lowes.com/pd/Whirlpool-19-1-cu-ft-Top-Freezer-Refrigerator-White/50304477
#511090, 24.73-cu ft 4-Door French Door Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,#RF25HMEDBSR,Samsung ,3.5,487,https://www.lowes.com/pd/Samsung-24-73-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50143402
#599525, 18.7-cu ft Bottom-Freezer Refrigerator (Black) ENERGY STAR,#WRB119WFBB,Whirlpool ,4.5,655,https://www.lowes.com/pd/Whirlpool-18-7-cu-ft-Bottom-Freezer-Refrigerator-Black-ENERGY-STAR/50170421
#599526, 18.7-cu ft Bottom-Freezer Refrigerator (White) ENERGY STAR,#WRB119WFBW,Whirlpool ,4.5,655,https://www.lowes.com/pd/Whirlpool-18-7-cu-ft-Bottom-Freezer-Refrigerator-White-ENERGY-STAR/50170423
#594063, 500 11-cu ft Counter-depth Bottom-Freezer Refrigerator (Stainless Steel) ENERGY STAR,#B11CB50SSS,Bosch ,4.0,15,https://www.lowes.com/pd/Bosch-500-11-cu-ft-Counter-depth-Bottom-Freezer-Refriger/50170455
#623757, 17.5-cu ft Top-Freezer Refrigerator (Fingerprint-Resistant Black) ENERGY STAR,#GTE18LGHBB,GE ,4.5,706,https://www.lowes.com/pd/GE-17-5-cu-ft-Top-Freezer-Refrigerator-Fingerprint-Resistant-Black-ENERGY-STAR/50244871
#623761, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (White) ENERGY STAR,#GSE25HGHWW,GE ,4.5,3911,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50260097
#634721, 23.8-cu ft Top-Freezer Refrigerator with Ice Maker (Smooth White) ENERGY STAR,#LTCS24223W,LG ,4.5,1008,https://www.lowes.com/pd/LG-23-8-cu-ft-Top-Freezer-Refrigerator-with-Ice-Maker-Smooth-White-ENERGY-STAR/50273979
#80345, 29.7-cu ft 4-Door French Door Refrigerator with Ice Maker and Door within Door (Stainless Steel) ENERGY STAR,#LMXS30776S,LG ,4.0,889,https://www.lowes.com/pd/LG-29-7-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Stainless-Steel-ENERGY-STAR/50273985
#651350, 25.4-cu ft Side-by-Side Refrigerator with Ice Maker (White) ENERGY STAR,#GSE25GGHWW,GE ,4.5,1536,https://www.lowes.com/pd/GE-25-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/50296391
#651361, 25.3-cu ft Side-by-Side Refrigerator with Ice Maker (Slate),#GSS25GMHES,GE ,4.5,5451,https://www.lowes.com/pd/GE-25-3-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Slate/50296405
#651368, Profile 28.4-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#PSS28KSHSS,GE ,4.5,305,https://www.lowes.com/pd/GE-Profile-28-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/50296415
#845495, Family Hub Family Hub 22.2-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,#RF23M8570SR,Samsung ,4.0,246,https://www.lowes.com/pd/Samsung-Family-Hub-Family-Hub-22-2-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000217707
#845494, Family Hub Family Hub 22.2-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RF23M8570SG,Samsung ,4.0,246,https://www.lowes.com/pd/Samsung-Family-Hub-Family-Hub-22-2-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000217705
#490498, 21.1-cu ft Top-Freezer Refrigerator (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#RT21M6213SG,Samsung ,4.0,197,https://www.lowes.com/pd/Samsung-21-1-cu-ft-Top-Freezer-Refrigerator-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000217697
#831791, 23.2-cu ft Side-by-Side Refrigerator with Ice Maker (Black),#GSS23GGKBB,GE ,4.5,1288,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/1000181849
#839953, 23.2-cu ft Side-by-Side Refrigerator with Ice Maker (High-gloss Black) ENERGY STAR,#GSE23GGKBB,GE ,4.5,232,https://www.lowes.com/pd/GE-23-2-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-High-gloss-Black-ENERGY-STAR/1000182345
#916698, 22.1-cu ft 3-Door 33-in French Door Refrigerator with Ice Maker - White,#WRF532SMHW,Whirlpool ,4.5,361,https://www.lowes.com/pd/Whirlpool-22-1-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1000310563
#916697, 22.1-cu ft 3-Door 33-in French Door Refrigerator with Ice Maker - Black Stainless,#WRF532SMHV,Whirlpool ,4.5,361,https://www.lowes.com/pd/Whirlpool-22-1-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/1000310555
#592522, 25.5-cu ft Built-In Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless),#KBSN602EBS,KitchenAid ,4.5,82,https://www.lowes.com/pd/KitchenAid-25-5-cu-ft-Built-In-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless/1000237347
#952955, Profile 22.2-cu ft Counter-depth French Door Refrigerator with Ice Maker (Black Stainless) ENERGY STAR,#PYE22KBLTS,GE ,4.0,1923,https://www.lowes.com/pd/GE-Profile-22-2-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Black-Stainless-ENERGY-STAR/1000329603
#952946, Profile 27.8-cu ft French Door Refrigerator with Ice Maker and Door within Door (Black Stainless),#PFD28KBLTS,GE ,4.5,146,https://www.lowes.com/pd/GE-Profile-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Black-Stainless/1000329599
#954039, 22-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),#FFHX2325TS,Frigidaire ,4.0,71,https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000332315
#954037, 22-cu ft Side-by-Side Refrigerator with Ice Maker (Black) ENERGY STAR,#FFHX2325TE,Frigidaire ,4.0,71,https://www.lowes.com/pd/Frigidaire-22-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1000332311
#952944, Profile 27.8-cu ft French Door Refrigerator with Ice Maker (Black Stainless) ENERGY STAR,#PFE28KBLTS,GE ,4.5,1569,https://www.lowes.com/pd/GE-Profile-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black-Stainless-ENERGY-STAR/1000329597
#784095, InstaView Smart Wi-Fi Enabled 21.7-cu ft Counter-Depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#LSXC22396D,LG ,4.0,108,https://www.lowes.com/pd/LG-InstaView-Smart-Wi-Fi-Enabled-21-7-cu-ft-Counter-Depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000342155
#958862, 17.5-cu ft Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel),#RF18HFENBSG,Samsung ,3.0,475,https://www.lowes.com/pd/Samsung-17-5-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel/1000341597
#950199, Smart Wi-Fi Enabled 27.9-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel) ENERGY STAR,#LFXS28968D,LG ,4.5,427,https://www.lowes.com/pd/LG-Smart-Wi-Fi-Enabled-27-9-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel-ENERGY-STAR/1000342993
#962600, 27.8-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Slate),#GFE28GELDS,GE ,4.5,3851,https://www.lowes.com/pd/GE-27-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Slate/1000342269
#958863, 19.43-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Black Stainless Steel),#RF20HFENBSG,Samsung ,3.5,244,https://www.lowes.com/pd/Samsung-19-43-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-Steel/1000341599
#956189, 25.1-cu ft Side-by-Side Refrigerator (Black),#WRS315SNHB,Whirlpool ,4.5,519,https://www.lowes.com/pd/Whirlpool-25-1-cu-ft-Side-by-Side-Refrigerator-Black/1000337051
#880341, 23.8-cu ft 3-Door Counter-Depth 36-in French Door Refrigerator with Exterior Ice and Water Dispenser - White,#WRF954CIHW,Whirlpool ,4.0,205,https://www.lowes.com/pd/Whirlpool-23-8-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1000337015
#956199, 24.7-cu ft 3-Door 36-in French Door Refrigerator with Exterior Ice and Water Dispenser - White,#WRF555SDHW,Whirlpool ,4.0,481,https://www.lowes.com/pd/Whirlpool-24-7-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White-ENERGY-STAR/1000337085
#880342, 23.8-cu ft 3-Door Counter-Depth 36-in French Door Refrigerator with Exterior Ice and Water Dispenser - Black Stainless,#WRF954CIHV,Whirlpool ,4.0,205,https://www.lowes.com/pd/Whirlpool-23-8-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/1000337019
#916700, 25.2-cu ft 3-Door 36-in French Door Refrigerator with Ice Maker - Black,#WRF535SMHB,Whirlpool ,4.5,201,https://www.lowes.com/pd/Whirlpool-25-2-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black-ENERGY-STAR/1000286259
#916706, 20-cu ft 3-Door Counter-Depth 36-in French Door Refrigerator with Ice Maker - Black Stainless,#WRF540CWHV,Whirlpool ,4.5,555,https://www.lowes.com/pd/Whirlpool-20-cu-ft-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Black-Stainless-ENERGY-STAR/1000287225
#916702, 25.2-cu ft 3-Door 36-in French Door Refrigerator with Ice Maker - Fingerprint Resistant Stainless Steel,#WRF535SMHZ,Whirlpool ,4.5,202,https://www.lowes.com/pd/Whirlpool-25-2-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000286263
#808695, 19.6-cu ft 3-Door 30-in French Door Refrigerator with Ice Maker - White,#WRF560SMHW,Whirlpool ,4.5,329,https://www.lowes.com/pd/Whirlpool-19-6-cu-ft-French-Door-Refrigerator-with-Ice-Maker-White/1000544077
